-60	0.002798279
-59	0.003547362
-58	0.004437147
-57	0.005483015
-56	0.006700748
-55	0.008106486
-54	0.009716697
-53	0.011548154
-52	0.013617923
-51	0.01594336
-50	0.018542121
-49	0.02143217
-48	0.02463181
-47	0.028159704
-46	0.032034915
-45	0.036276948
-44	0.040905797
-43	0.045941999
-42	0.051406692
-41	0.057321681
-40	0.063709507
-39	0.070593522
-38	0.077997971
-37	0.085948075
-36	0.094470126
-35	0.103591587
-34	0.113341195
-33	0.123749075
-32	0.134846861
-31	0.146667826
-30	0.159247017
-29	0.172621412
-28	0.186830072
-27	0.201914317
-26	0.217917913
-25	0.234887271
-24	0.252871665
-23	0.271923465
-22	0.292098395
-21	0.313455807
-20	0.336058982
-19	0.359975459
-18	0.38527739
-17	0.412041932
-16	0.440351669
-15	0.470295083
-14	0.501967058
-13	0.535469449
-12	0.570911691
-11	0.608411477
-10	0.648095508
-9	0.690100311
-8	0.734573152
-7	0.781673038
-6	0.831571832
-5	0.884455485
-4	0.940525409
-3	1
-2	0.956619006
-1	0.89989243
0	0.846561208
1	0.796390608
2	0.74916542
3	0.70468809
4	0.662777054
5	0.623265246
6	0.585998766
7	0.55083568
8	0.517644951
9	0.48630547
10	0.456705185
11	0.428740322
12	0.402314669
13	0.377338943
14	0.353730207
15	0.331411343
16	0.310310577
17	0.290361042
18	0.271500388
19	0.253670419
20	0.236816762
21	0.220888574
22	0.20583826
23	0.191621227
24	0.178195651
25	0.165522263
26	0.153564158
27	0.142286614
28	0.131656926
29	0.121644253
30	0.112219476
31	0.10335507
32	0.095024977
33	0.0872045
34	0.07987019
35	0.072999758
36	0.066571973
37	0.060566585
38	0.054964241
39	0.049746414
40	0.044895331
41	0.040393906
42	0.036225683
43	0.032374779
44	0.028825828
45	0.025563933
46	0.022574623
47	0.019843808
48	0.017357743
49	0.015102995
50	0.013066412
51	0.011235096
52	0.009596388
53	0.008137847
54	0.006847241
55	0.005712544
56	0.004721937
57	0.003863815
58	0.003126805
59	0.002499784
60	0.001971914
