-60	1.997201721
-59	1.996452638
-58	1.995562853
-57	1.994516985
-56	1.993299252
-55	1.991893514
-54	1.990283303
-53	1.988451846
-52	1.986382077
-51	1.98405664
-50	1.981457879
-49	1.97856783
-48	1.97536819
-47	1.971840296
-46	1.967965085
-45	1.963723052
-44	1.959094203
-43	1.954058001
-42	1.948593308
-41	1.942678319
-40	1.936290493
-39	1.929406478
-38	1.922002029
-37	1.914051925
-36	1.905529874
-35	1.896408413
-34	1.886658805
-33	1.876250925
-32	1.865153139
-31	1.853332174
-30	1.840752983
-29	1.827378588
-28	1.813169928
-27	1.798085683
-26	1.782082087
-25	1.765112729
-24	1.747128335
-23	1.728076535
-22	1.707901605
-21	1.686544193
-20	1.663941018
-19	1.640024541
-18	1.61472261
-17	1.587958068
-16	1.559648331
-15	1.529704917
-14	1.498032942
-13	1.464530551
-12	1.429088309
-11	1.391588523
-10	1.351904492
-9	1.309899689
-8	1.265426848
-7	1.218326962
-6	1.168428168
-5	1.115544515
-4	1.059474591
-3	1
-2	1.043380994
-1	1.10010757
0	1.153438792
1	1.203609392
2	1.25083458
3	1.29531191
4	1.337222946
5	1.376734754
6	1.414001234
7	1.44916432
8	1.482355049
9	1.51369453
10	1.543294815
11	1.571259678
12	1.597685331
13	1.622661057
14	1.646269793
15	1.668588657
16	1.689689423
17	1.709638958
18	1.728499612
19	1.746329581
20	1.763183238
21	1.779111426
22	1.79416174
23	1.808378773
24	1.821804349
25	1.834477737
26	1.846435842
27	1.857713386
28	1.868343074
29	1.878355747
30	1.887780524
31	1.89664493
32	1.904975023
33	1.9127955
34	1.92012981
35	1.927000242
36	1.933428027
37	1.939433415
38	1.945035759
39	1.950253586
40	1.955104669
41	1.959606094
42	1.963774317
43	1.967625221
44	1.971174172
45	1.974436067
46	1.977425377
47	1.980156192
48	1.982642257
49	1.984897005
50	1.986933588
51	1.988764904
52	1.990403612
53	1.991862153
54	1.993152759
55	1.994287456
56	1.995278063
57	1.996136185
58	1.996873195
59	1.997500216
60	1.998028086
